Item Type Metadata:NewspaperText,Item Type Metadata:Date of meeting,Item Type Metadata:Place,geolocation:latitude,geolocation:longitude,geolocation:zoom_level,Item Type Metadata:Newspaper,Dublin Core:Date,itemType,geolocation:map_type,geolocation:address,Item Type Metadata:meeting date
"UPPER WORTLEY.   Messrs. Hick and Parker will preach out of doors, at Upper Wortley, on Sunday afternoon and evening, if the weather be fine.",,Upper Wortley,53.78615685,-1.585932142,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"DEWSBURY.   Mr. Duffy will lecture at Dewsbury, in the Market-place, on Wednesday evening, at eight o'clock.	",,Dewsbury,53.6909103,-1.6302142,7,Northern Star,02/10/1841,Meeting,,,06/10/1841
"LONDON.   Mr. Balls will preach next Sunday evening, in the Institute,  5, Old Bailey; and Mr. Wm. Carrier, the following Sunday. To commence at seven o clock.",,London,51.5073219,-0.1276474,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"FINSBURY.   A general meeting for the nomination of the General Council, and election of a local committee for the borough of Finsbury district, will take place on Monday evening next, at Hunt s Coffee House, Clerkenwell Green. The indefatigable and zealous old Radical proprietor of these rooms ought to be patronised by the Radicals of the neighbourhood.",,Finsbury,51.5265742,-0.1070713,7,Northern Star,02/10/1841,Meeting,,,04/10/1841
"BRADFORD.   Messrs. Edmonson, Dewhurst, and Warriner will lecture at the Delph Hole, Little Horton, on Monday evening next, at eight o clock, on the principles of the People s Charter.",,Bradford,53.7941567,-1.7494778,7,Northern Star,02/10/1841,Meeting,,,04/10/1841
"MARYLEBONE.   Mr. G. Watkins will lecture at the Working Men s Hall, Circus-street, New Road, Marylebone, on Sunday evening, at half-past seven o clock.",,Marylebone,51.518421,-0.1479115,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"LEEDS. - The Leeds Demonstration Committee are particularly requested to meet in the Association Room, Shambles, on Sunday morning next, at ten o clock, for the purpose of auditing the treasurer s accounts, and finally settling the Committee s business.",,Leeds,53.7974185,-1.5437941,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"LIDGET GREEN.   Mr. Joseph Alderson will preach at Lidget Green, on Sunday evening at six o clock.",,Lidget Green,53.7902779,-1.7830165,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"SHEFFIELD.   Mr. Julian Harney will lecture in the Large Room, Fig Tree Lane, on Sunday evening, at seven o clock. Subject,   The crimes and horrors of war  ",,Sheffield,53.3806626,-1.4702278,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"LAMBETH.   Mr. Fussell will lecture at the Feathers, Warren-street, Fitzroy Square, ou Sunday next.",,Lambeth,51.5013012,-0.117287,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"TOWER HAMLETS.   A ball and concert will be given at the Social Hall, Whitechapel, on Tuesday next, for the purpose of augmenting the funds of the County Council.",,Tower Hamlets,51.516667,-0.05,7,Northern Star,02/10/1841,Meeting,,,05/10/1841
"BRADFORD.   On Monday next, Mr. Martin and Mr. Jennings will lecture at Bradford Moor, at eight o clock in the evening.",,Bradford,53.7941567,-1.7494778,7,Northern Star,02/10/1841,Meeting,,,04/10/1841
"	Mr. Alderson will lecture on Sunday evening, at six o clock, in the Council Room, North Tavern, North-street.",,Bradford,53.7941567,-1.7494778,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"	Mr. Martin, will lecture at Bradford Moor, on Monday evening, at eight o clock.",,Bradford,53.7941567,-1.7494778,7,Northern Star,02/10/1841,Meeting,,,04/10/1841
"DELPH HOLE.    Mr. Smyth will lecture at Delph Hole, on Monday next, at eight o clock in the evening.",,Delph Hole,53.568814,-2.023407,7,Northern Star,02/10/1841,Meeting,,,04/10/1841
"IDLE.   Mr. John Arran will lecture at Idle, on Monday evening, at eight o clock. The Chartists of Idle are requested to make it as public as possible. Mr. Edwards will also lecture at the same place.",,Idle,53.8352205,-1.7304012,7,Northern Star,02/10/1841,Meeting,,,04/10/1841
"PADDOCK.    Mr. William Cunningham will lecture on Sunday next, the 3rd of October, at the Temperance Hotel, Paddock, at three o clock in the afternoon.",,Paddock,53.6428798,-1.8078436,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"ROCHDALE.   Mr. James Shaw, of Huddersfield, will lecture at Rochdale, on Sunday next, the 3rd day of October, at three o clock in the afternoon, for the benefit of the Stockport unemployed operatives.",,Rochdale,53.6153659,-2.1557561,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"MILNROW.   Mr, Edward Clayton, of Huddersfield, will lecture at Milnrow, on Sunday next, the 3rd day of October, at three o clock in the afternoon, for the benefit of the Stockport unemployed operatives.",,Milnrow,53.6082511,-2.1099476,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"EDINBURGH.   A County Delegate Meeting, for Mid-Lothian, will be held in the Whitfield Chapel, Edinburgh, on Monday the 27th instant.",,Edinburgh,55.9483544,-3.1931187,7,Northern Star,02/10/1841,Meeting,,,04/10/1841
CHELSEA.   Mr. Cleave lectures here on Monday evening.,,Chelsea,51.4854247,-0.1654788,7,Northern Star,02/10/1841,Meeting,,,04/10/1841
WANDSWORTH.   Mr. Ruffy Ridley leisures here to-morrow evening. Subject Priestcraft. Time  half-past seven.,,Wandsworth,51.4570271,-0.1932607,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"CRAMLINGTON.   On Sunday morning, at eleven, and in the afternoon, at two o clock, Mr. Williams, of Sunderland, will address the people of this place.",,Cramlington,55.0902319,-1.5932099,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"SOUTHWICK.   On Sunday morning, at half-past ten, Mr. Binns will address the inhabitants of Southwick.",,Southwick,50.869913,-1.10764,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"SUNDERLAND.   On Sunday afternoon, at half-past two, Mr. Binns will address the people at the Life Boat House, and on Tuesday, a lecture by Mr. Williams will be delivered in the Long Room of the Arcade.",,Sunderland,54.9063791,-1.375053,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"DERBYSHIRE.   Mr. Bairstow will leeture at Derby on Monday, October 4th ; at Spondon, on Tuesday, Oct. 5th ; at Ticknall, on Wednesday, Oct. 6th ; at Burton, on Thursday, Oct. 7th; at Swadlincote, on Friday; and in Derby Market-place, on Sunday evening, at half-past five o clock.",,Derbyshire,53.1185033,-1.556617831,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"MANCHESTER.   Mr. Clarke, of Stockport, will lecture at Oldham, on Sunday evening, and Mr. Griffin, Tib-street, Manchester.",,Manchester,53.4791466,-2.2447445,7,Northern Star,02/10/1841,Meeting,,,03/10/1841
"HANLEY.   Mr. Joseph Capper will preach two sermons on Sunday next, October 10th, at two o clock in the afternoon, and six o clock in the evening, at the house of Mr. Thomas Mayers, Chell-street, Upper Hanley.",,Hanley,53.0259916,-2.1753695,7,Northern Star,09/10/1841,Meeting,,,10/10/1841
"NOTTINGHAMSHIRE.   Mr. Dean Taylor s route for the ensuing week - Sunday, Oct. 10, at two o clock in the afternoon and six in the evening, in the Democratic Chapel Rice-place, Nottingham ; on Monday evening, at eight o clock, he again lectures in the same place. On Tuesday, at Beeston ; Wednesday, at New Lenton; and Thursday, at Radford ; each evening at six o clock.. The friends at the above places are requested to make this as public as possible.",,Nottinghamshire,53.166667,-1,7,Northern Star,09/10/1841,Meeting,,,11/10/1841
"Men of LONDON !   For the benefit of a poor Chartist who has been robbed of a large sum of money, a raffle will take place, at threepence per member, for a beautiful picture of Robert Emmett, the Irish patriot, on Wednesday evening next, at eight o clock, at Mr, Roche s, Red Lion, Maize, Tooley-street, near London Bridge. Tickets can be had at the City of London Charter Association Room, 55, Old Bailey.",,"Men Of London ! For The Benefit Of A Poor Chartist Who Has Been Robbed Of A Large Sum Of Money, A Rsffle Will Take Place, At Threepence Per Member, For A Beautiful Picture Of Robert Emmett, The Irish Patriot, On Wednesday Evening Next, At Eight O Clock, At Mr, Roche S, Red Lion, Maize, Tooley-street, Near London Bridge",,,7,Northern Star,09/10/1841,Meeting,,,13/10/1841
"LAMBETH.   Mr. Stallwood will lecture on Tuesday next, the 12th October.",,Lambeth,51.5013012,-0.117287,7,Northern Star,09/10/1841,Meeting,,,12/10/1841
"HACKNEY.   Mr. Wheeler will lecture here on Tuesday evening, the 12th of October.",,Hackney,51.533333,-0.083333,7,Northern Star,09/10/1841,Meeting,,,12/10/1841
"BERMONDSEY.   Mr. R. Wild will lecture to the Bermondsey Chartists on next Tuesday evening, at eight o clock precisely.",,Bermondsey,51.5017679,-0.0697911,7,Northern Star,09/10/1841,Meeting,,,12/10/1841
"BRADFORD.   Mr. Ibbetson and Brook will lecture at the North Tavern, on Sunday next, at six o clock in the evening.",,Bradford,53.7941567,-1.7494778,7,Northern Star,09/10/1841,Meeting,,,10/10/1841
"	Mr. Martin and Mr. Tenning will lecture at Whiteabbey, on Monday next, at eight o clock in the evening.",,Whiteabbey,53.7991514,-1.766104,7,Northern Star,09/10/1841,Meeting,,,11/10/1841
"	Mr. Joseph Alderson and Mr. Flynn will lecture at the Association-room, Bowling, on Sunday evening, at six o clock.",,Bowling,53.7867554,-1.7291605,7,Northern Star,09/10/1841,Meeting,,,10/10/1841
"	Mr. Dewhirst and Mr. Edmonson will lecture at the Three Pigeons, Middleton-fields, on Monday next, at eight o'clock in the evening.",,Middleton Fields,53.8029642,-1.774119,7,Northern Star,09/10/1841,Meeting,,,11/10/1841
"	The Female Chartists are requested to attend at the North Tavern, Wapping, on Sunday next, at six o clock, as business of importance will be laid before them.",,Wapping,53.7980006,-1.7453422,7,Northern Star,09/10/1841,Meeting,,,10/10/1841
